"","strategy_names.i.","outcome_name","municipalities_coherence"
"1","teachers_advanced_degrees","RATE_APROV",0.991334640173291
"2","teachers_advanced_degrees","RATE_ABANDON",0.890188907872245
"3","teachers_advanced_degrees","RATE_FAILURE",0.94489863085714
"4","teachers_advanced_degrees","RATE_APROV_PUB",1.06422888230218
"5","teachers_advanced_degrees","RATE_ABANDON_PUB",0.316082948712528
"6","teachers_advanced_degrees","RATE_FAILURE_PUB",1.01483519256229
"7","teachers_advanced_degrees","RATE_APROV_DIFF",-0.0280879679176415
"8","teachers_advanced_degrees","RATE_ABANDON_DIFF",0.00145172166595886
"9","teachers_advanced_degrees","RATE_FAILURE_DIFF",Inf
"10","teachers_advanced_degrees","PROVA_MEAN_PORT_I",0.0332872338594601
"11","teachers_advanced_degrees","PROVA_MEAN_PORT_T",0.0353833885973438
"12","teachers_advanced_degrees","PROVA_MEAN_MAT_I",0.00870512576947458
"13","teachers_advanced_degrees","PROVA_MEAN_MAT_T",-0.0273785794858408
