"","strategy_names.i.","outcome_name","municipalities_coherence"
"1","science_lab","RATE_APROV",0.03082772899368
"2","science_lab","RATE_ABANDON",0.0726920483428766
"3","science_lab","RATE_FAILURE",0.0401154656323786
"4","science_lab","RATE_APROV_PUB",0.0285859010523613
"5","science_lab","RATE_ABANDON_PUB",0.0397826396574161
"6","science_lab","RATE_FAILURE_PUB",0.0278421384179672
"7","science_lab","RATE_APROV_DIFF",0.454757455232107
"8","science_lab","RATE_ABANDON_DIFF",0.584457652360794
"9","science_lab","RATE_FAILURE_DIFF",0.0527473630250197
"10","science_lab","PROVA_MEAN_PORT_I",0.0421219450959072
"11","science_lab","PROVA_MEAN_PORT_T",0.0440217284647788
"12","science_lab","PROVA_MEAN_MAT_I",0.0439349174047414
"13","science_lab","PROVA_MEAN_MAT_T",0.0510900177486053
