"","strategy_names.i.","outcome_name","municipalities_coherence"
"1","rural_school_conc","RATE_APROV",0.00480221970372519
"2","rural_school_conc","RATE_ABANDON",NA
"3","rural_school_conc","RATE_FAILURE",0.00500099631100959
"4","rural_school_conc","RATE_APROV_PUB",0.920780420032821
"5","rural_school_conc","RATE_ABANDON_PUB",0.00748020465975041
"6","rural_school_conc","RATE_FAILURE_PUB",0.00616278246221458
"7","rural_school_conc","RATE_APROV_DIFF",0.92054716759917
"8","rural_school_conc","RATE_ABANDON_DIFF",0.00495046239571773
"9","rural_school_conc","RATE_FAILURE_DIFF",0.00500735373437489
"10","rural_school_conc","PROVA_MEAN_PORT_I",0.00723226852449255
"11","rural_school_conc","PROVA_MEAN_PORT_T",0.00322957355829501
"12","rural_school_conc","PROVA_MEAN_MAT_I",0.00722551698967178
"13","rural_school_conc","PROVA_MEAN_MAT_T",0.00773347439128647
